year,species_name,count_corrected,transect_length,Long_LAEA,Lat_LAEA,transect_id,bms_id
2015,Species1,0.5,99,4050954,2945690,Site_127,bms_id12
2016,Species1,0,99,4050954,2945690,Site_127,bms_id12
2017,Species1,4.5,99,4050954,2945690,Site_127,bms_id12
2018,Species1,1.2,99,4050954,2945690,Site_127,bms_id12
2019,Species1,0.5,99,4050954,2945690,Site_127,bms_id12
2020,Species1,0.5,99,4050954,2945690,Site_127,bms_id12
2014,Species1,0.25,782,4065839,2971659,Site_128,bms_id12
2000,Species1,0.368421052631579,419,4084022,3219000,Site_129,bms_id13
2002,Species1,0.45,419,4084022,3219000,Site_129,bms_id13
2003,Species1,0.304347826086957,419,4084022,3219000,Site_129,bms_id13
2004,Species1,0,419,4084022,3219000,Site_129,bms_id13
2005,Species1,0.1,419,4084022,3219000,Site_129,bms_id13
2006,Species1,0.0625,419,4084022,3219000,Site_129,bms_id13
2007,Species1,0.176470588235294,419,4084022,3219000,Site_129,bms_id13
2008,Species1,0.0588235294117647,419,4084022,3219000,Site_129,bms_id13
2009,Species1,1.22222222222222,419,4084022,3219000,Site_129,bms_id13
2011,Species1,0.142857142857143,419,4084022,3219000,Site_129,bms_id13
2012,Species1,0.333333333333333,419,4084022,3219000,Site_129,bms_id13
2013,Species1,0.941176470588235,419,4084022,3219000,Site_129,bms_id13
2014,Species1,0.588235294117647,419,4084022,3219000,Site_129,bms_id13
2015,Species1,0.235294117647059,419,4084022,3219000,Site_129,bms_id13
2016,Species1,0.0714285714285714,419,4084022,3219000,Site_129,bms_id13
2017,Species1,1.57142857142857,419,4084022,3219000,Site_129,bms_id13
2018,Species1,0.555555555555556,419,4084022,3219000,Site_129,bms_id13
2021,Species1,0,419,4084022,3219000,Site_129,bms_id13
2000,Species1,0.285714285714286,508,4120111,3291623,Site_130,bms_id13
2001,Species1,0,508,4120111,3291623,Site_130,bms_id13
2002,Species1,0,508,4120111,3291623,Site_130,bms_id13
2003,Species1,0,508,4120111,3291623,Site_130,bms_id13
2004,Species1,0.1,508,4120111,3291623,Site_130,bms_id13
2005,Species1,0,508,4120111,3291623,Site_130,bms_id13
2006,Species1,0.1,508,4120111,3291623,Site_130,bms_id13
2007,Species1,0.1,508,4120111,3291623,Site_130,bms_id13
2008,Species1,0,508,4120111,3291623,Site_130,bms_id13
2009,Species1,0.416666666666667,508,4120111,3291623,Site_130,bms_id13
2010,Species1,0.2,508,4120111,3291623,Site_130,bms_id13
2011,Species1,0.454545454545455,508,4120111,3291623,Site_130,bms_id13
2012,Species1,0.222222222222222,508,4120111,3291623,Site_130,bms_id13
2013,Species1,0,508,4120111,3291623,Site_130,bms_id13
2014,Species1,0,508,4120111,3291623,Site_130,bms_id13
2015,Species1,0.142857142857143,508,4120111,3291623,Site_130,bms_id13
2016,Species1,0,508,4120111,3291623,Site_130,bms_id13
2017,Species1,0,508,4120111,3291623,Site_130,bms_id13
2018,Species1,0.375,508,4120111,3291623,Site_130,bms_id13
2019,Species1,0,508,4120111,3291623,Site_130,bms_id13
2020,Species1,0.142857142857143,508,4120111,3291623,Site_130,bms_id13
2021,Species1,0.333333333333333,508,4120111,3291623,Site_130,bms_id13
2000,Species1,0.142857142857143,443,4119500,3292283,Site_131,bms_id13
2001,Species1,0,443,4119500,3292283,Site_131,bms_id13
2002,Species1,0.25,443,4119500,3292283,Site_131,bms_id13
2003,Species1,0,443,4119500,3292283,Site_131,bms_id13
2004,Species1,0,443,4119500,3292283,Site_131,bms_id13
2005,Species1,0.285714285714286,443,4119500,3292283,Site_131,bms_id13
2006,Species1,0,443,4119500,3292283,Site_131,bms_id13
2007,Species1,0.2,443,4119500,3292283,Site_131,bms_id13
2008,Species1,0,443,4119500,3292283,Site_131,bms_id13
2009,Species1,0.461538461538462,443,4119500,3292283,Site_131,bms_id13
2010,Species1,1.6,443,4119500,3292283,Site_131,bms_id13
2011,Species1,0.454545454545455,443,4119500,3292283,Site_131,bms_id13
2012,Species1,0.2,443,4119500,3292283,Site_131,bms_id13
2013,Species1,0,443,4119500,3292283,Site_131,bms_id13
2014,Species1,0.222222222222222,443,4119500,3292283,Site_131,bms_id13
2015,Species1,0.444444444444444,443,4119500,3292283,Site_131,bms_id13
2016,Species1,0,443,4119500,3292283,Site_131,bms_id13
2017,Species1,0.375,443,4119500,3292283,Site_131,bms_id13
2018,Species1,0.636363636363636,443,4119500,3292283,Site_131,bms_id13
2019,Species1,0.222222222222222,443,4119500,3292283,Site_131,bms_id13
2020,Species1,0,443,4119500,3292283,Site_131,bms_id13
2021,Species1,1.75,443,4119500,3292283,Site_131,bms_id13
2000,Species1,0.235294117647059,900,4071755,3211721,Site_132,bms_id13
2000,Species1,0.444444444444444,547,3958079,3263823,Site_133,bms_id13
2001,Species1,0.1875,547,3958079,3263823,Site_133,bms_id13
2002,Species1,0.625,547,3958079,3263823,Site_133,bms_id13
2003,Species1,1,547,3958079,3263823,Site_133,bms_id13
2002,Species1,0,450,4034929,3218810,Site_134,bms_id13
2003,Species1,0.0526315789473684,450,4034929,3218810,Site_134,bms_id13
2005,Species1,0.0625,450,4034929,3218810,Site_134,bms_id13
2006,Species1,0.230769230769231,450,4034929,3218810,Site_134,bms_id13
2007,Species1,0,450,4034929,3218810,Site_134,bms_id13
2008,Species1,0.0666666666666667,450,4034929,3218810,Site_134,bms_id13
2009,Species1,0,450,4034929,3218810,Site_134,bms_id13
2010,Species1,0.2,450,4034929,3218810,Site_134,bms_id13
2011,Species1,0.166666666666667,450,4034929,3218810,Site_134,bms_id13
2012,Species1,0.166666666666667,450,4034929,3218810,Site_134,bms_id13
2013,Species1,0.1875,450,4034929,3218810,Site_134,bms_id13
2014,Species1,0.176470588235294,450,4034929,3218810,Site_134,bms_id13
2015,Species1,0.0769230769230769,450,4034929,3218810,Site_134,bms_id13
2016,Species1,1,450,4034929,3218810,Site_134,bms_id13
2000,Species1,0,1000,3958000,3284578,Site_135,bms_id13
2001,Species1,0.0666666666666667,1000,3958000,3284578,Site_135,bms_id13
2000,Species1,0.777777777777778,950,4059729,3285936,Site_136,bms_id13
2001,Species1,0,950,4059729,3285936,Site_136,bms_id13
2002,Species1,1.06666666666667,950,4059729,3285936,Site_136,bms_id13
2003,Species1,1.44444444444444,950,4059729,3285936,Site_136,bms_id13
2004,Species1,0.421052631578947,950,4059729,3285936,Site_136,bms_id13
2005,Species1,1.45454545454545,950,4059729,3285936,Site_136,bms_id13
2006,Species1,3.53846153846154,950,4059729,3285936,Site_136,bms_id13
2007,Species1,1.90909090909091,950,4059729,3285936,Site_136,bms_id13
2008,Species1,0.142857142857143,950,4059729,3285936,Site_136,bms_id13
2009,Species1,0.954545454545455,950,4059729,3285936,Site_136,bms_id13
2010,Species1,1.39130434782609,950,4059729,3285936,Site_136,bms_id13
2011,Species1,0.666666666666667,950,4059729,3285936,Site_136,bms_id13
2012,Species1,0.619047619047619,950,4059729,3285936,Site_136,bms_id13
2013,Species1,0.526315789473684,950,4059729,3285936,Site_136,bms_id13
2014,Species1,1.30769230769231,950,4059729,3285936,Site_136,bms_id13
2015,Species1,2.64705882352941,950,4059729,3285936,Site_136,bms_id13
2016,Species1,1.8,950,4059729,3285936,Site_136,bms_id13
2017,Species1,0.428571428571429,950,4059729,3285936,Site_136,bms_id13
2018,Species1,3.14285714285714,950,4059729,3285936,Site_136,bms_id13
2019,Species1,0.375,950,4059729,3285936,Site_136,bms_id13
2020,Species1,3.65217391304348,950,4059729,3285936,Site_136,bms_id13
2021,Species1,1.13636363636364,950,4059729,3285936,Site_136,bms_id13
2000,Species1,2.52380952380952,1000,4078796,3366514,Site_137,bms_id13
2001,Species1,1.63157894736842,1000,4078796,3366514,Site_137,bms_id13
2002,Species1,2.72222222222222,1000,4078796,3366514,Site_137,bms_id13
2003,Species1,1.4,1000,4078796,3366514,Site_137,bms_id13
2004,Species1,0.05,1000,4078796,3366514,Site_137,bms_id13
2005,Species1,0.272727272727273,1000,4078796,3366514,Site_137,bms_id13
2006,Species1,0.15,1000,4078796,3366514,Site_137,bms_id13
2007,Species1,0.727272727272727,1000,4078796,3366514,Site_137,bms_id13
2008,Species1,0.222222222222222,1000,4078796,3366514,Site_137,bms_id13
2009,Species1,0.333333333333333,1000,4078796,3366514,Site_137,bms_id13
2010,Species1,0.388888888888889,1000,4078796,3366514,Site_137,bms_id13
2011,Species1,0.523809523809524,1000,4078796,3366514,Site_137,bms_id13
2012,Species1,0.428571428571429,1000,4078796,3366514,Site_137,bms_id13
2013,Species1,1.4375,1000,4078796,3366514,Site_137,bms_id13
2014,Species1,1.2,1000,4078796,3366514,Site_137,bms_id13
2003,Species1,0.4,950,3939684,3209844,Site_138,bms_id13
2004,Species1,0.454545454545455,950,3939684,3209844,Site_138,bms_id13
2005,Species1,0.416666666666667,950,3939684,3209844,Site_138,bms_id13
2006,Species1,0.583333333333333,950,3939684,3209844,Site_138,bms_id13
2007,Species1,0.705882352941177,950,3939684,3209844,Site_138,bms_id13
2008,Species1,0.571428571428571,950,3939684,3209844,Site_138,bms_id13
2009,Species1,1,950,3939684,3209844,Site_138,bms_id13
2018,Species1,0.4,950,3939684,3209844,Site_138,bms_id13
2019,Species1,0.636363636363636,950,3939684,3209844,Site_138,bms_id13
2020,Species1,0.928571428571429,950,3939684,3209844,Site_138,bms_id13
2021,Species1,0,950,3939684,3209844,Site_138,bms_id13
2003,Species1,0.333333333333333,310,4052135,3234667,Site_139,bms_id13
2004,Species1,0.647058823529412,310,4052135,3234667,Site_139,bms_id13
2005,Species1,0.608695652173913,310,4052135,3234667,Site_139,bms_id13
2006,Species1,0.416666666666667,310,4052135,3234667,Site_139,bms_id13
2007,Species1,1.40740740740741,310,4052135,3234667,Site_139,bms_id13
2008,Species1,0.769230769230769,310,4052135,3234667,Site_139,bms_id13
2009,Species1,0.884615384615385,310,4052135,3234667,Site_139,bms_id13
2010,Species1,1.53333333333333,310,4052135,3234667,Site_139,bms_id13
2011,Species1,0.727272727272727,310,4052135,3234667,Site_139,bms_id13
2012,Species1,1.2,310,4052135,3234667,Site_139,bms_id13
2003,Species1,0,300,3967031,3255712,Site_140,bms_id13
2005,Species1,0.0833333333333333,300,3967031,3255712,Site_140,bms_id13
2007,Species1,0,300,3967031,3255712,Site_140,bms_id13
2008,Species1,0.153846153846154,300,3967031,3255712,Site_140,bms_id13
2009,Species1,0,300,3967031,3255712,Site_140,bms_id13
2010,Species1,0,300,3967031,3255712,Site_140,bms_id13
2011,Species1,0,300,3967031,3255712,Site_140,bms_id13
2003,Species1,0.0434782608695652,900,3944819,3210322,Site_141,bms_id13
2004,Species1,0.0476190476190476,900,3944819,3210322,Site_141,bms_id13
2005,Species1,0,900,3944819,3210322,Site_141,bms_id13
2006,Species1,0.19047619047619,900,3944819,3210322,Site_141,bms_id13
2007,Species1,0.0869565217391304,900,3944819,3210322,Site_141,bms_id13
2008,Species1,0,900,3944819,3210322,Site_141,bms_id13
2009,Species1,0,900,3944819,3210322,Site_141,bms_id13
2010,Species1,0.105263157894737,900,3944819,3210322,Site_141,bms_id13
2011,Species1,0,900,3944819,3210322,Site_141,bms_id13
2003,Species1,0.642857142857143,813,3940371,3218998,Site_142,bms_id13
2008,Species1,0.916666666666667,813,3940371,3218998,Site_142,bms_id13
2009,Species1,0.4,813,3940371,3218998,Site_142,bms_id13
2010,Species1,0.35,813,3940371,3218998,Site_142,bms_id13
2011,Species1,0.230769230769231,813,3940371,3218998,Site_142,bms_id13
2012,Species1,0.6875,813,3940371,3218998,Site_142,bms_id13
2004,Species1,0.25,1000,4037489,3305875,Site_143,bms_id13
2005,Species1,3.16666666666667,1000,4037489,3305875,Site_143,bms_id13
2006,Species1,0.111111111111111,400,4037263,3088561,Site_144,bms_id13
2007,Species1,1.33333333333333,400,4037263,3088561,Site_144,bms_id13
2008,Species1,0.25,400,4037263,3088561,Site_144,bms_id13
2009,Species1,0.125,400,4037263,3088561,Site_144,bms_id13
2010,Species1,0.230769230769231,400,4037263,3088561,Site_144,bms_id13
2011,Species1,0.272727272727273,400,4037263,3088561,Site_144,bms_id13
2012,Species1,0.666666666666667,400,4037263,3088561,Site_144,bms_id13
2013,Species1,0,400,4037263,3088561,Site_144,bms_id13
2015,Species1,2.8,400,4037263,3088561,Site_144,bms_id13
2016,Species1,0,400,4037263,3088561,Site_144,bms_id13
2005,Species1,0,400,3989784,3151472,Site_145,bms_id13
2006,Species1,0.5,400,3989784,3151472,Site_145,bms_id13
2005,Species1,0.125,511,4003490,3238344,Site_146,bms_id13
2000,Species1,0.421052631578947,728,4063380,3334764,Site_147,bms_id13
2001,Species1,0,728,4063380,3334764,Site_147,bms_id13
2002,Species1,0.65,728,4063380,3334764,Site_147,bms_id13
2003,Species1,0.0625,728,4063380,3334764,Site_147,bms_id13
2004,Species1,0.166666666666667,728,4063380,3334764,Site_147,bms_id13
2005,Species1,0,728,4063380,3334764,Site_147,bms_id13
2008,Species1,0.363636363636364,369,3939706,3216890,Site_148,bms_id13
2008,Species1,0,804,3946305,3257075,Site_149,bms_id13
2009,Species1,0.0357142857142857,804,3946305,3257075,Site_149,bms_id13
2010,Species1,0.304347826086957,804,3946305,3257075,Site_149,bms_id13
2011,Species1,0.0769230769230769,804,3946305,3257075,Site_149,bms_id13
2012,Species1,0.0434782608695652,804,3946305,3257075,Site_149,bms_id13
2013,Species1,0.25,804,3946305,3257075,Site_149,bms_id13
2014,Species1,0.166666666666667,804,3946305,3257075,Site_149,bms_id13
2015,Species1,0.0416666666666667,804,3946305,3257075,Site_149,bms_id13
2016,Species1,0.181818181818182,804,3946305,3257075,Site_149,bms_id13
2017,Species1,0.227272727272727,804,3946305,3257075,Site_149,bms_id13
2018,Species1,0.04,804,3946305,3257075,Site_149,bms_id13
2019,Species1,0.0555555555555556,804,3946305,3257075,Site_149,bms_id13
2020,Species1,0.0526315789473684,804,3946305,3257075,Site_149,bms_id13
2021,Species1,0,804,3946305,3257075,Site_149,bms_id13
2008,Species1,0.823529411764706,1048,4025359,3214820,Site_150,bms_id13
2008,Species1,0.166666666666667,302,4078326,3290005,Site_151,bms_id13
2009,Species1,7.54166666666667,302,4078326,3290005,Site_151,bms_id13
2010,Species1,0.45,302,4078326,3290005,Site_151,bms_id13
2011,Species1,0.208333333333333,302,4078326,3290005,Site_151,bms_id13
2012,Species1,0.173913043478261,302,4078326,3290005,Site_151,bms_id13
2013,Species1,0.388888888888889,302,4078326,3290005,Site_151,bms_id13
2014,Species1,0.826086956521739,302,4078326,3290005,Site_151,bms_id13
2015,Species1,0.6,302,4078326,3290005,Site_151,bms_id13
2009,Species1,0.178571428571429,300,3994402,3253856,Site_152,bms_id13
2010,Species1,0.136363636363636,300,3994402,3253856,Site_152,bms_id13
2011,Species1,0.181818181818182,300,3994402,3253856,Site_152,bms_id13
2012,Species1,0,300,3994402,3253856,Site_152,bms_id13
2013,Species1,0.0689655172413793,300,3994402,3253856,Site_152,bms_id13
2014,Species1,0,300,3994402,3253856,Site_152,bms_id13
2009,Species1,0,448,3957122,3286735,Site_153,bms_id13
2010,Species1,0,448,3957122,3286735,Site_153,bms_id13
2011,Species1,0,448,3957122,3286735,Site_153,bms_id13
2012,Species1,0,448,3957122,3286735,Site_153,bms_id13
2013,Species1,0,448,3957122,3286735,Site_153,bms_id13
2014,Species1,0,448,3957122,3286735,Site_153,bms_id13
2015,Species1,0,448,3957122,3286735,Site_153,bms_id13
2016,Species1,0,448,3957122,3286735,Site_153,bms_id13
2017,Species1,0,448,3957122,3286735,Site_153,bms_id13
2018,Species1,0,448,3957122,3286735,Site_153,bms_id13
2019,Species1,0,448,3957122,3286735,Site_153,bms_id13
2020,Species1,0.15,448,3957122,3286735,Site_153,bms_id13
2021,Species1,0,448,3957122,3286735,Site_153,bms_id13
2010,Species1,1,1000,4127234,3335962,Site_154,bms_id13
2011,Species1,0.0833333333333333,1000,4127234,3335962,Site_154,bms_id13
2012,Species1,0.105263157894737,1000,4127234,3335962,Site_154,bms_id13
2013,Species1,2,1000,4127234,3335962,Site_154,bms_id13
2010,Species1,0,1000,3966290,3327012,Site_155,bms_id13
2011,Species1,0.384615384615385,1000,3966290,3327012,Site_155,bms_id13
2012,Species1,0,1000,3966290,3327012,Site_155,bms_id13
2013,Species1,0,1000,3966290,3327012,Site_155,bms_id13
2014,Species1,0,1000,3966290,3327012,Site_155,bms_id13
2015,Species1,0.0666666666666667,1000,3966290,3327012,Site_155,bms_id13
2016,Species1,0.1875,1000,3966290,3327012,Site_155,bms_id13
2017,Species1,0,1000,3966290,3327012,Site_155,bms_id13
2018,Species1,0,1000,3966290,3327012,Site_155,bms_id13
2019,Species1,0.307692307692308,1000,3966290,3327012,Site_155,bms_id13
2020,Species1,0.142857142857143,1000,3966290,3327012,Site_155,bms_id13
2021,Species1,0.636363636363636,1000,3966290,3327012,Site_155,bms_id13
2020,Species1,0.0909090909090909,1273,3948597,3211424,Site_156,bms_id13
2011,Species1,0.333333333333333,500,3968771,3156679,Site_157,bms_id13
2012,Species1,0.125,500,3968771,3156679,Site_157,bms_id13
2013,Species1,0.307692307692308,500,3968771,3156679,Site_157,bms_id13
2014,Species1,0.0909090909090909,500,3968771,3156679,Site_157,bms_id13
2015,Species1,0.166666666666667,500,3968771,3156679,Site_157,bms_id13
2011,Species1,0.125,1000,4068092,3246870,Site_158,bms_id13
2012,Species1,0.578947368421053,1000,4068092,3246870,Site_158,bms_id13
2013,Species1,1,1000,4068092,3246870,Site_158,bms_id13
2014,Species1,0.181818181818182,1000,4068092,3246870,Site_158,bms_id13
2011,Species1,0,403,4023026,3214691,Site_159,bms_id13
2012,Species1,0.2,403,4023026,3214691,Site_159,bms_id13
2013,Species1,0.0714285714285714,403,4023026,3214691,Site_159,bms_id13
2014,Species1,0.0952380952380952,403,4023026,3214691,Site_159,bms_id13
2015,Species1,0.05,403,4023026,3214691,Site_159,bms_id13
2016,Species1,0.166666666666667,403,4023026,3214691,Site_159,bms_id13
2017,Species1,0.318181818181818,403,4023026,3214691,Site_159,bms_id13
2018,Species1,0.25,403,4023026,3214691,Site_159,bms_id13
2019,Species1,0.0333333333333333,403,4023026,3214691,Site_159,bms_id13
2020,Species1,0.1,403,4023026,3214691,Site_159,bms_id13
2021,Species1,0.392857142857143,403,4023026,3214691,Site_159,bms_id13
2012,Species1,0,852,4110076,3244561,Site_160,bms_id13
2013,Species1,0.125,852,4110076,3244561,Site_160,bms_id13
2014,Species1,0.0625,852,4110076,3244561,Site_160,bms_id13
2015,Species1,0.0588235294117647,852,4110076,3244561,Site_160,bms_id13
2016,Species1,0.222222222222222,852,4110076,3244561,Site_160,bms_id13
2017,Species1,0.111111111111111,852,4110076,3244561,Site_160,bms_id13
2018,Species1,0.272727272727273,852,4110076,3244561,Site_160,bms_id13
2019,Species1,0.0476190476190476,852,4110076,3244561,Site_160,bms_id13
2020,Species1,0.222222222222222,852,4110076,3244561,Site_160,bms_id13
2021,Species1,0.12,852,4110076,3244561,Site_160,bms_id13
2011,Species1,0,1000,3933016,3239259,Site_161,bms_id13
2012,Species1,0.0217391304347826,1000,3933016,3239259,Site_161,bms_id13
2013,Species1,0.0408163265306122,1000,3933016,3239259,Site_161,bms_id13
2014,Species1,0.122448979591837,1000,3933016,3239259,Site_161,bms_id13
2015,Species1,0.108108108108108,1000,3933016,3239259,Site_161,bms_id13
2016,Species1,0.105263157894737,1000,3933016,3239259,Site_161,bms_id13
2017,Species1,0.114285714285714,1000,3933016,3239259,Site_161,bms_id13
2018,Species1,0.107142857142857,1000,3933016,3239259,Site_161,bms_id13
2019,Species1,0.037037037037037,1000,3933016,3239259,Site_161,bms_id13
2020,Species1,0.269230769230769,1000,3933016,3239259,Site_161,bms_id13
2021,Species1,0.321428571428571,1000,3933016,3239259,Site_161,bms_id13
2011,Species1,0.571428571428571,256,3993202,3170793,Site_162,bms_id13
2012,Species1,0.777777777777778,256,3993202,3170793,Site_162,bms_id13
2013,Species1,2.05,256,3993202,3170793,Site_162,bms_id13
2014,Species1,1.04347826086957,256,3993202,3170793,Site_162,bms_id13
2015,Species1,0.142857142857143,256,3993202,3170793,Site_162,bms_id13
2016,Species1,0.210526315789474,256,3993202,3170793,Site_162,bms_id13
2017,Species1,1.1304347826087,256,3993202,3170793,Site_162,bms_id13
2018,Species1,0.380952380952381,256,3993202,3170793,Site_162,bms_id13
2019,Species1,0.28,256,3993202,3170793,Site_162,bms_id13
2020,Species1,0.954545454545455,256,3993202,3170793,Site_162,bms_id13
2021,Species1,1.18181818181818,256,3993202,3170793,Site_162,bms_id13
2012,Species1,0,374,3959879,3178424,Site_163,bms_id13
2013,Species1,0.03125,374,3959879,3178424,Site_163,bms_id13
2014,Species1,0.0416666666666667,374,3959879,3178424,Site_163,bms_id13
2015,Species1,0.08,374,3959879,3178424,Site_163,bms_id13
2016,Species1,0.0425531914893617,374,3959879,3178424,Site_163,bms_id13
2017,Species1,0.136363636363636,374,3959879,3178424,Site_163,bms_id13
2018,Species1,0.0454545454545455,374,3959879,3178424,Site_163,bms_id13
2019,Species1,0.0681818181818182,374,3959879,3178424,Site_163,bms_id13
2020,Species1,0.0793650793650794,374,3959879,3178424,Site_163,bms_id13
2021,Species1,0.0888888888888889,374,3959879,3178424,Site_163,bms_id13
2014,Species1,1.84615384615385,1181,4017281,3093458,Site_164,bms_id13
2015,Species1,1.95833333333333,1181,4017281,3093458,Site_164,bms_id13
2016,Species1,1.40909090909091,1181,4017281,3093458,Site_164,bms_id13
2017,Species1,3.33333333333333,1181,4017281,3093458,Site_164,bms_id13
2018,Species1,2.67857142857143,1181,4017281,3093458,Site_164,bms_id13
2019,Species1,0.96875,1181,4017281,3093458,Site_164,bms_id13
2020,Species1,0.857142857142857,1181,4017281,3093458,Site_164,bms_id13
2021,Species1,2.5,1181,4017281,3093458,Site_164,bms_id13
2014,Species1,0.8,835,4027711,3216851,Site_165,bms_id13
2014,Species1,0.25,699,4033753,3322086,Site_166,bms_id13
2015,Species1,0.428571428571429,699,4033753,3322086,Site_166,bms_id13
2014,Species1,0.583333333333333,1296,3931367,3236282,Site_167,bms_id13
2015,Species1,0.125,1296,3931367,3236282,Site_167,bms_id13
2016,Species1,0.111111111111111,1296,3931367,3236282,Site_167,bms_id13
2016,Species1,0,826,4028568,3215323,Site_168,bms_id13
2017,Species1,0.5,826,4028568,3215323,Site_168,bms_id13
2018,Species1,0.454545454545455,826,4028568,3215323,Site_168,bms_id13
2019,Species1,0,826,4028568,3215323,Site_168,bms_id13
2013,Species1,1.27272727272727,477,3995086,3176014,Site_169,bms_id13
2014,Species1,0.222222222222222,477,3995086,3176014,Site_169,bms_id13
2015,Species1,0.642857142857143,477,3995086,3176014,Site_169,bms_id13
2016,Species1,2.3,477,3995086,3176014,Site_169,bms_id13
2017,Species1,1.4,477,3995086,3176014,Site_169,bms_id13
2018,Species1,0.363636363636364,477,3995086,3176014,Site_169,bms_id13
2019,Species1,0,477,3995086,3176014,Site_169,bms_id13
2015,Species1,0.2,359,4041260,3191085,Site_170,bms_id13
2016,Species1,2.25,359,4041260,3191085,Site_170,bms_id13
2017,Species1,0.5,359,4041260,3191085,Site_170,bms_id13
2018,Species1,1,359,4041260,3191085,Site_170,bms_id13
2012,Species1,0,50,4037924,3226568,Site_171,bms_id13
2013,Species1,0,50,4037924,3226568,Site_171,bms_id13
2014,Species1,0,50,4037924,3226568,Site_171,bms_id13
2015,Species1,0,50,4037924,3226568,Site_171,bms_id13
2016,Species1,0.166666666666667,50,4037924,3226568,Site_171,bms_id13
2015,Species1,0.0666666666666667,152,3983825,3223644,Site_172,bms_id13
2016,Species1,0.0760869565217391,152,3983825,3223644,Site_172,bms_id13
2017,Species1,0.571428571428571,152,3983825,3223644,Site_172,bms_id13
2018,Species1,0.144927536231884,152,3983825,3223644,Site_172,bms_id13
2019,Species1,0.487179487179487,152,3983825,3223644,Site_172,bms_id13
2020,Species1,0.392405063291139,152,3983825,3223644,Site_172,bms_id13
2021,Species1,0.666666666666667,152,3983825,3223644,Site_172,bms_id13
2015,Species1,0,50,3993497,3172018,Site_173,bms_id13
2017,Species1,0.2,50,3993497,3172018,Site_173,bms_id13
2016,Species1,0.25,776,3999347,3190115,Site_174,bms_id13
2017,Species1,0.4,776,3999347,3190115,Site_174,bms_id13
2018,Species1,0.727272727272727,776,3999347,3190115,Site_174,bms_id13
2019,Species1,0.166666666666667,776,3999347,3190115,Site_174,bms_id13
2020,Species1,0.0909090909090909,776,3999347,3190115,Site_174,bms_id13
2021,Species1,0.238095238095238,776,3999347,3190115,Site_174,bms_id13
2007,Species1,0,249,3926308,3213255,Site_175,bms_id13
2008,Species1,0,249,3926308,3213255,Site_175,bms_id13
2009,Species1,0,249,3926308,3213255,Site_175,bms_id13
2010,Species1,0,249,3926308,3213255,Site_175,bms_id13
2011,Species1,0.2,249,3926308,3213255,Site_175,bms_id13
2012,Species1,0.25,249,3926308,3213255,Site_175,bms_id13
2013,Species1,0,249,3926308,3213255,Site_175,bms_id13
2014,Species1,0,249,3926308,3213255,Site_175,bms_id13
2015,Species1,0,249,3926308,3213255,Site_175,bms_id13
2016,Species1,0.2,249,3926308,3213255,Site_175,bms_id13
2017,Species1,0,249,3926308,3213255,Site_175,bms_id13
2018,Species1,0,249,3926308,3213255,Site_175,bms_id13
2020,Species1,0,249,3926308,3213255,Site_175,bms_id13
2007,Species1,0,249,3926623,3211180,Site_176,bms_id13
2008,Species1,0,249,3926623,3211180,Site_176,bms_id13
2009,Species1,0,249,3926623,3211180,Site_176,bms_id13
2010,Species1,0,249,3926623,3211180,Site_176,bms_id13
2011,Species1,0.2,249,3926623,3211180,Site_176,bms_id13
2012,Species1,0,249,3926623,3211180,Site_176,bms_id13
2013,Species1,0,249,3926623,3211180,Site_176,bms_id13
2014,Species1,0.2,249,3926623,3211180,Site_176,bms_id13
2015,Species1,4.6,249,3926623,3211180,Site_176,bms_id13
2016,Species1,0.6,249,3926623,3211180,Site_176,bms_id13
2017,Species1,0,249,3926623,3211180,Site_176,bms_id13
2018,Species1,0,249,3926623,3211180,Site_176,bms_id13
2020,Species1,0,249,3926623,3211180,Site_176,bms_id13
2011,Species1,0,249,3926223,3213942,Site_177,bms_id13
2012,Species1,0,249,3926223,3213942,Site_177,bms_id13
2013,Species1,0,249,3926223,3213942,Site_177,bms_id13
2014,Species1,0,249,3926223,3213942,Site_177,bms_id13
2015,Species1,0,249,3926223,3213942,Site_177,bms_id13
2016,Species1,0,249,3926223,3213942,Site_177,bms_id13
2017,Species1,0,249,3926223,3213942,Site_177,bms_id13
2018,Species1,0,249,3926223,3213942,Site_177,bms_id13
2020,Species1,0.2,249,3926223,3213942,Site_177,bms_id13
2016,Species1,0.125,838,3969194,3250031,Site_178,bms_id13
2017,Species1,0.4,838,3969194,3250031,Site_178,bms_id13
2018,Species1,0,838,3969194,3250031,Site_178,bms_id13
2017,Species1,0.0909090909090909,670,4120920,3343151,Site_179,bms_id13
2018,Species1,0.0476190476190476,670,4120920,3343151,Site_179,bms_id13
2019,Species1,0,670,4120920,3343151,Site_179,bms_id13
2020,Species1,0.0416666666666667,670,4120920,3343151,Site_179,bms_id13
2021,Species1,0.05,670,4120920,3343151,Site_179,bms_id13
2005,Species1,0.181818181818182,921,3972601,3339013,Site_180,bms_id13
2006,Species1,0.105263157894737,921,3972601,3339013,Site_180,bms_id13
2007,Species1,0.318181818181818,921,3972601,3339013,Site_180,bms_id13
2008,Species1,0,921,3972601,3339013,Site_180,bms_id13
2009,Species1,0.391304347826087,921,3972601,3339013,Site_180,bms_id13
2010,Species1,0.1,921,3972601,3339013,Site_180,bms_id13
2011,Species1,0.125,921,3972601,3339013,Site_180,bms_id13
2012,Species1,0,921,3972601,3339013,Site_180,bms_id13
